movie_title,genres,director_name,actor_1_name,actor_2_name,actor_3_name,title_year,plot_keywords
The Homesman ,Drama|Western,Tommy Lee Jones,Barry Corbin,Tim Blake Nelson,Miranda Otto,2014,abusive marriage|pastor|prison wagon|roast pig|suicide by hanging
Juwanna Mann ,Comedy|Drama|Romance|Sport,Jesse Vaughan,Vivica A. Fox,Jenifer Lewis,Kevin Pollak,2002,basketball|dodge viper|hit in the crotch|male nudity|the star spangled banner
Lilyhammer             ,Comedy|Crime|Drama, ,Steven Van Zandt,Trond Fausa,Tommy Karlsen, ,mafia|mob|norway|steve|van
Ararat ,Drama|War,Atom Egoyan,David Alpay,Marie-Josée Croze,Charles Aznavour,2002,armenian|armenian genocide|customs agent|genocide|prayer
Madison ,Drama|Sport,William Bindley,Bruce Dern,Jake Lloyd,William Shockley,2001,boat racing|hydroplane|loyalty|one word title|scolding
Slow Burn ,Drama|Mystery|Thriller,Wayne Beach,Mekhi Phifer,LL Cool J,Fisher Stevens,2005,district attorney|interview|murder|prosecutor|reporter
Wasabi ,Action|Comedy|Crime|Drama|Thriller,Gérard Krawczyk,Carole Bouquet,Ryôko Hirosue,Michel Muller,2001,french|inheritance|japan|letter|police detective hero
Slither ,Comedy|Horror|Sci-Fi,James Gunn,Dustin Milligan,Gregg Henry,Tania Saulnier,2006,alien|b movie|sex|slug|small town
Beverly Hills Cop ,Action|Comedy|Crime,Martin Brest,Judge Reinhold,Ronny Cox,James Russo,1984,drug dealer|drugs|murder|police brutality|police shootout
Home Alone ,Comedy|Family,Chris Columbus,Macaulay Culkin,Devin Ratray,Catherine O'Hara,1990,airport|child protagonist|child swearing|christmas|home alone
3 Men and a Baby ,Comedy|Drama|Family,Leonard Nimoy,Tom Selleck,Ted Danson,Steve Guttenberg,1987,1980s|baby|heroin|package|questioned by police
Tootsie ,Comedy|Drama|Romance,Sydney Pollack,Bill Murray,Sydney Pollack,Teri Garr,1982,actor|actress|friend|love|reputation
Top Gun ,Action|Drama|Romance,Tony Scott,Tom Cruise,Tom Skerritt,Adrian Pasdar,1986,flying|gay subtext|machismo|male objectification|pilot
"Crouching Tiger, Hidden Dragon ",Action|Drama|Romance,Ang Lee,Chen Chang,Pei-Pei Cheng,Sihung Lung,2000,bare midriff|china|magical realism|martial arts|sword
American Beauty ,Drama,Sam Mendes,Kevin Spacey,Peter Gallagher,Ara Celi,1999,domestic violence|drug dealer|homosexuality|midlife crisis|unfaithfulness
The King's Speech ,Biography|Drama|History|Romance,Tom Hooper,Colin Firth,Jennifer Ehle,Derek Jacobi,2010,king|king george vi|speech|speech therapist|throne
Twins ,Comedy|Crime,Ivan Reitman,Kelly Preston,Tony Jay,Hugh O'Brian,1988,bare chested male|brother|catholic orphanage|long lost siblings|twins
Scream: The TV Series             ,Crime|Drama|Horror|Mystery|Thriller, ,Bex Taylor-Klaus,Bobby Campo,Jason Wiles, ,generation y|millennial generation|murder|teenage girl|throat slitting
The Yellow Handkerchief ,Drama|Romance,Udayan Prasad,Kristen Stewart,Eddie Redmayne,William Hurt,2008,louisiana|overalls|road trip|southern u.s.|teenage boy
The Color Purple ,Drama,Steven Spielberg,Oprah Winfrey,Rae Dawn Chong,Dana Ivey,1985,book strap|girl|racial discrimination|racial tension|stereotype
Tidal Wave ,Action|Comedy|Drama|Thriller,JK Youn,Nicole Dionne,Ji-won Ha,Kyung-gu Sol,2009,korea|lifeguard|single father|tears|tsunami
Ben-Hur ,Adventure|Drama|History,Timur Bekmambetov,Morgan Freeman,Ayelet Zurer,Moises Arias,2016,chariot race|epic|false accusation|jerusalem|slave
The Imitation Game ,Biography|Drama|Thriller|War,Morten Tyldum,Benedict Cumberbatch,Rory Kinnear,Allen Leech,2014,crossword puzzle|cryptography|enigma code|gay lead character|world war two
Private Benjamin ,Comedy|War,Howard Zieff,Eileen Brennan,Albert Brooks,Alan Oppenheimer,1980,camera shot of feet|female stockinged feet|loss of husband|pantyhose|suntan pantyhose
Coal Miner's Daughter ,Biography|Drama|Music|Musical,Michael Apted,Sissy Spacek,Beverly D'Angelo,Levon Helm,1980,country music|kissing while having sex|poverty|singer|title based on song
Diary of a Wimpy Kid ,Comedy|Family,Thor Freudenthal,Chloë Grace Moretz,Zachary Gordon,Rachael Harris,2010,cheese|diary|friend|middle school|school
Mama ,Fantasy|Horror,Andrés Muschietti,Javier Botet,Megan Charpentier,Isabelle Nélisse,2013,aunt|children|death of sister|forest|hiding in a closet
Halloween ,Horror|Thriller,John Carpenter,Jamie Lee Curtis,Donald Pleasence,P.J. Soles,1978,halloween|masked killer|michael myers|slasher|trick or treat
National Lampoon's Vacation ,Adventure|Comedy,Harold Ramis,Beverly D'Angelo,Randy Quaid,Jane Krakowski,1983,amusement park|dog|family vacation|national lampoon series|vacation
Bad Grandpa ,Comedy,Jeff Tremaine,Jackson Nicoll,Georgina Cates,Grasie Mercedes,2013,child beauty pageant|grandson|hidden camera|jackass|road trip
The Queen ,Biography|Drama,Stephen Frears,Roger Allam,Sylvia Syms,Alex Jennings,2006,monarchy|prime minister|princess diana|queen|speech
Beetlejuice ,Comedy|Fantasy,Tim Burton,Catherine O'Hara,Jeffrey Jones,Glenn Shadix,1988,attic|ghost|surrealism|teenage girl|yuppie
Why Did I Get Married? ,Comedy|Drama,Tyler Perry,Michael Jai White,Tasha Smith,Lamman Rucker,2007,marriage|overweight|psychologist|secret|work
Little Women ,Drama|Family|Romance,Gillian Armstrong,Christian Bale,Kirsten Dunst,Eric Stoltz,1994,civil war|female protagonist|post civil war|reference to friedrich schiller|u.s. civil war
The Woman in Black ,Drama|Fantasy|Horror|Thriller,James Watkins,Daniel Radcliffe,Roger Allam,Jessica Raine,2012,afterlife|baby boy|bird in a cage|ghost|reunited family
When a Stranger Calls ,Horror|Thriller,Simon West,Madeline Carroll,Tessa Thompson,Brian Geraghty,2006,babysitting|cell phone|high school|nightmare|teenager
Big Fat Liar ,Adventure|Comedy|Family,Shawn Levy,Frankie Muniz,Donald Faison,Lee Majors,2002,brunette|film producer|liar|prank|stunt
The Deer Hunter ,Drama|War,Michael Cimino,Robert De Niro,Meryl Streep,John Savage,1978,escape|friend|party|pittsburgh steelers|vietnam
Wag the Dog ,Comedy|Drama,Barry Levinson,Robert De Niro,Kirsten Dunst,John Michael Higgins,1997,death|election|hollywood|president|scandal
The Lizzie McGuire Movie ,Adventure|Comedy|Family|Music|Romance,Jim Fall,Clayton Snyder,Adam Lamberg,Alex Borstein,2003,best friend|roma|singer|spaghetti|teenager
Snitch ,Action|Drama|Thriller,Ric Roman Waugh,Dwayne Johnson,Harold Perrineau,Nadine Velazquez,2013,cigarette smoking|dea|drugs|inspired by true events|undercover
Krampus ,Comedy|Fantasy|Horror,Michael Dougherty,Adam Scott,Conchata Ferrell,Allison Tolman,2015,christmas|german|holiday|krampus|santa claus
The Faculty ,Horror|Mystery|Sci-Fi,Robert Rodriguez,Jordana Brewster,Salma Hayek,Clea DuVall,1998,alien|high school|ohio|photographer|water
What's Love Got to Do with It ,Biography|Drama|Music,Brian Gibson,Rae'Ven Kelly,Virginia Capers,Dororthy Thorton,1993,abusive husband|love|singer|tina turner|violence
Cop Land ,Crime|Drama|Thriller,James Mangold,Robert De Niro,Sylvester Stallone,Janeane Garofalo,1997,corruption|faked death|falling off a roof|internal affairs|nypd
Not Another Teen Movie ,Comedy,Joel Gallen,Chris Evans,JoAnna Garcia Swisher,Mia Kirshner,2001,cheerleader|foreign exchange student|incestuous desire|incestuous kiss|prom
End of Watch ,Crime|Drama|Thriller,David Ayer,Jake Gyllenhaal,Anna Kendrick,America Ferrera,2012,lapd|police|police officer|south central los angeles|street gang
Aloha ,Comedy|Drama|Romance,Cameron Crowe,Emma Stone,Bradley Cooper,Bill Murray,2015,box office flop|critically bashed|hawaii|one word title|written by director
The Skulls ,Action|Crime|Drama|Thriller,Rob Cohen,Paul Walker,Leslie Bibb,William Petersen,2000,college|friend|ivy league|secret society|suicide
The Theory of Everything ,Biography|Drama|Romance,James Marsh,Eddie Redmayne,Emily Watson,Simon McBurney,2014,based on memoir|cambridge university|husband wife relationship|lou gehrig's disease|physicist
Malibu's Most Wanted ,Comedy|Crime,John Whitesell,Greg Grunberg,Regina Hall,Blair Underwood,2003,los angeles california|person in car trunk|racial impersonation|south asian|street gang
Where the Heart Is ,Comedy|Drama|Romance,Matt Williams,Natalie Portman,James Frain,Stockard Channing,2000,birth|oklahoma|photographer|tennessee|wal mart
Lawrence of Arabia ,Adventure|Biography|Drama|History|War,David Lean,Claude Rains,José Ferrer,Jack Hawkins,1962,arab|british military|desert|ottoman empire|t.e. lawrence
Halloween II ,Horror,Rob Zombie,Scout Taylor-Compton,Tyler Mane,Margot Kidder,2009,halloween|hospital|michael myers|rampage|vomiting
Wild ,Adventure|Biography|Drama,Jean-Marc Vallée,Michiel Huisman,Kevin Rankin,Gaby Hoffmann,2014,female protagonist|grief|hiking|loss of mother|mother daughter relationship
The Last House on the Left ,Crime|Horror|Thriller,Dennis Iliadis,Tony Goldwyn,Monica Potter,Martha MacIsaac,2009,kidnapping|lake|microwave oven|psychopath|woods
The Wedding Date ,Comedy|Romance,Clare Kilner,Jack Davenport,Debra Messing,Holland Taylor,2005,chick flick|escort|male escort|wedding|wedding date
Halloween: Resurrection ,Comedy|Horror|Thriller,Rick Rosenthal,Jamie Lee Curtis,Thomas Ian Nicholas,Bianca Kajlich,2002,cult film|halloween|killer|michael myers|serial killer
Clash of the Titans ,Action|Adventure|Fantasy,Louis Leterrier,Liam Neeson,Jason Flemyng,Alexa Davalos,2010,famous line|hand to hand combat|kraken|rape|zeus
The Princess Bride ,Adventure|Family|Fantasy|Romance,Rob Reiner,Robin Wright,Carol Kane,André the Giant,1987,fairy tale|giant|pirate|princess|true love
The Great Debaters ,Biography|Drama,Denzel Washington,Denzel Washington,Jurnee Smollett-Bell,John Heard,2007,college|debate|student|texas|wiley college
Drive ,Crime|Drama,Nicolas Winding Refn,Ryan Gosling,Albert Brooks,Russ Tamblyn,2011,kissing in an elevator|mythical hero|neo noir|protective male|silent protagonist
Confessions of a Teenage Drama Queen ,Comedy|Family|Music|Romance,Sara Sugarman,Adam Garcia,Carol Kane,Glenne Headly,2004,band|friend|new york city|suburb|teenager
The Object of My Affection ,Comedy|Drama|Romance,Nicholas Hytner,Liam Aiken,Tim Daly,Kali Rocha,1998,baby|dancing|gay|name calling|penis slur
28 Weeks Later ,Drama|Horror|Sci-Fi,Juan Carlos Fresnadillo,Jeremy Renner,Harold Perrineau,Catherine McCormack,2007,paris france|rage|sniper|u.s. army|zombie apocalypse
When the Game Stands Tall ,Drama|Family|Sport,Thomas Carter,Jessie T. Usher,Matthew Daddario,Ser'Darius Blain,2014,coach|high school football
Because of Winn-Dixie ,Comedy|Drama|Family,Wayne Wang,Cicely Tyson,Luke Benward,Eva Marie Saint,2005,10 year old|dog|florida|girl|supermarket
Love & Basketball ,Drama|Romance|Sport,Gina Prince-Bythewood,Alfre Woodard,Sanaa Lathan,Omar Epps,2000,basketball movie|female basketball player|high school|nba|title directed by female
Grosse Pointe Blank ,Action|Comedy|Crime|Romance|Thriller,George Armitage,Minnie Driver,Michael Cudlitz,Mitchell Ryan,1997,assassin|high school|high school reunion|reunion|suburb
All About Steve ,Comedy|Romance,Phil Traill,Bradley Cooper,Katy Mixon,Beth Grant,2009,blind date|crossword puzzle|eccentric|fall|mine shaft
Book of Shadows: Blair Witch 2 ,Adventure|Fantasy|Horror|Mystery|Thriller,Joe Berlinger,Kim Director,Erica Leerhsen,Kurt Loder,2000,convenience store|digit in title|punctuation in title|violence|witch
The Craft ,Drama|Fantasy|Horror|Thriller,Andrew Fleming,Christine Taylor,Rachel True,Brenda Strong,1996,coven|occult|outcast|spell|witch
Match Point ,Drama|Romance|Thriller,Woody Allen,Scarlett Johansson,Mark Gatiss,Penelope Wilton,2005,extramarital affair|infidelity|irony of fate|surprise ending|tennis
Ramona and Beezus ,Adventure|Comedy|Family|Fantasy,Elizabeth Allen Rosenbaum,Sierra McCormick,Hutch Dano,Jason Spevack,2010,aunt|cat|death of pet|girl|no opening credits
The Remains of the Day ,Drama|Romance,James Ivory,Anthony Hopkins,Peter Vaughan,Ben Chaplin,1993,butler|housekeeper|manor|servant|service
Boogie Nights ,Drama,Paul Thomas Anderson,Don Cheadle,Nicole Ari Parker,Nina Hartley,1997,1970s|adult entertainment industry|nightclub|porn industry|san fernando valley california
Nowhere to Run ,Action|Crime|Drama|Romance|Thriller,Robert Harmon,Kieran Culkin,Rosanna Arquette,Joss Ackland,1993,business|escaped convict|farm|motorcycle|widow
Flicka ,Adventure|Drama|Family,Michael Mayer,Alison Lohman,Danny Pino,Tim McGraw,2006,father son relationship|horse|horse ranch|ranch|wild mustang
The Hills Have Eyes II ,Horror,Martin Weisz,Jeff Kober,Daniella Alonso,Jacob Vargas,2007,desert|fight|hill|murder|mutant
Urban Legends: Final Cut ,Horror|Mystery|Thriller,John Ottman,Loretta Devine,Joey Lawrence,Jacinda Barrett,2000,film set|movie set|sequel|slow motion|urban legend
Tuck Everlasting ,Drama|Family|Fantasy|Romance,Jay Russell,William Hurt,Sissy Spacek,Jonathan Jackson,2002,fountain of youth|immortality|secret|woods|young man
The Marine ,Action|Drama|Thriller,John Bonito,Kelly Carlson,Firass Dirani,Drew Powell,2006,beating|marine|muscleman|tied up|tough guy
Keanu ,Action|Comedy,Peter Atencio,Nia Long,Will Forte,Keegan-Michael Key,2016,car chase|gangsta|gun fight|hitman|kitten
Country Strong ,Drama|Music,Shana Feste,Leighton Meester,Cinda McCain,Tim McGraw,2010,country music|panties|pink panties|relapse|songwriter
Disturbing Behavior ,Horror|Mystery|Sci-Fi|Thriller,David Nutter,Bruce Greenwood,Ethan Embry,Katharine Isabelle,1998,blue ribbon|high school|jacket|jock|yogurt
The Place Beyond the Pines ,Crime|Drama|Thriller,Derek Cianfrance,Ryan Gosling,Ben Mendelsohn,Angelo Anthony Pizza,2012,bank|carnival|motorcycle|police|rookie cop
The November Man ,Action|Crime|Thriller,Roger Donaldson,Luke Bracey,Akie Kotabe,Will Patton,2014,critically bashed|premarital sex|sex scene|sex standing up|stripper
Eye of the Beholder ,Drama|Mystery|Thriller,Stephan Elliott,Jason Priestley,Patrick Bergin,Geneviève Bujold,1999,chicago illinois|false identity|femme fatale|new york city|spying
The Hurt Locker ,Drama|History|Thriller|War,Kathryn Bigelow,Jeremy Renner,Christian Camargo,Brian Geraghty,2008,army|bomb|dangerous job|death|iraq
Firestarter ,Action|Horror|Sci-Fi|Thriller,Mark L. Lester,Heather Locklear,George C. Scott,David Keith,1984,captain|experiment|fire|psychic|secret government agency
Killing Them Softly ,Crime|Thriller,Andrew Dominik,Brad Pitt,Sam Shepard,Ben Mendelsohn,2012,exploding car|hit by a car|poker game|punched in the face|shot to death
A Most Wanted Man ,Crime|Drama|Thriller,Anton Corbijn,Philip Seymour Hoffman,Nina Hoss,Homayoun Ershadi,2014,intelligence|intelligence agency|secret service|surveillance camera|war on terror
Freddy Got Fingered ,Comedy,Tom Green,Rip Torn,Harland Williams,Eddie Kaye Thomas,2001,animator|bamboo cane|cartoonist|sausage|slacker
The Pirates Who Don't Do Anything: A VeggieTales Movie ,Adventure|Animation|Comedy|Family,Mike Nawrocki,Yuri Lowenthal,Cam Clarke,Phil Vischer,2008,17th century|king|pirate|vegetable|waiter
U2 3D ,Documentary|Music,Catherine Owens,Bono,The Edge,Larry Mullen Jr.,2007,3d in title|digit in title|rock band|rocker|u2
Highlander: Endgame ,Action|Adventure|Fantasy|Sci-Fi,Douglas Aarniokoski,Christopher Lambert,Adrian Paul,Adam Copeland,2000,battle|explosion|immortal|revenge|sequel to cult film
Idlewild ,Crime|Drama|Musical|Romance,Bryan Barber,Cicely Tyson,Faizon Love,Bobb'e J. Thompson,2006,gangster|playing piano|song and dance|speakeasy|written and directed by cast member
One Day ,Drama|Romance,Lone Scherfig,Anne Hathaway,Jim Sturgess,Rafe Spall,2011,23 year time span|accidental death|best friend|loss of loved one|male female friendship
Whip It ,Drama|Sport,Drew Barrymore,Daniel Stern,Jimmy Fallon,Alia Shawkat,2009,beauty pageant|friend|pageant|roller derby|texas
Knockaround Guys ,Crime|Drama|Thriller,Brian Koppelman,Vin Diesel,Tom Noonan,Kevin Gage,2001,mob|mobster|money|montana|sheriff
Confidence ,Crime|Thriller,James Foley,Louis Lombardi,Brian Van Holt,Leland Orser,2003,con|grifter|lap dance|organized crime|shot in the forehead
The Muse ,Comedy,Albert Brooks,Jeff Bridges,Bradley Whitford,Albert Brooks,1999,directed by star|muse|satire|screenwriter|tiffany's
De-Lovely ,Biography|Drama|Music|Musical,Irwin Winkler,Kevin McNally,Keith Allen,Sandra Nelson,2004,cole porter|composer|love|party|tears
New York Stories ,Comedy|Drama|Romance,Woody Allen,Woody Allen,Larry David,Mia Farrow,1989,12 year old|artist|hotel|three word title|written and directed by cast member
Barney's Great Adventure ,Adventure|Family,Steve Gomer,Trevor Morgan,Kyla Pratt,Shirley Douglas,1998,apostrophe in title|critically bashed|hit on the head with a ball|punctuation in title|tyrannosaurus rex
The Man with the Iron Fists ,Action,RZA,Rick Yune,RZA,Daniel Wu,2012,blacksmith|box office flop|chop socky|critically bashed|village
Home Fries ,Comedy|Drama|Romance,Dean Parisot,Catherine O'Hara,Jake Busey,Shelley Duvall,1998,baby|infidelity|pilot|pregnant|waitress
Here on Earth ,Drama|Romance,Mark Piznarski,Bruce Greenwood,Chris Klein,Elaine Hendrix,2000,diner|love|private school|school|small town
Brazil ,Drama|Sci-Fi,Terry Gilliam,Robert De Niro,Bob Hoskins,Jim Broadbent,1985,black comedy|bureaucracy|dream|terrorist|wrongful arrest
Raise Your Voice ,Family|Music|Romance,Sean McNamara,Oliver James,Rebecca De Mornay,Jason Ritter,2004,music school|scholarship|small town|stage fright|three word title
The Dead Zone             ,Drama|Fantasy|Mystery|Sci-Fi, ,David Ogden Stiers,Nicole de Boer,Chris Bruno, ,psychic|psychic power|psychometry|spin off|supernatural power
The Big Lebowski ,Comedy|Crime,Joel Coen,Philip Seymour Hoffman,Jeff Bridges,Steve Buscemi,1998,death|drug|nihilism|rug|white russian
Black Snake Moan ,Drama|Music,Craig Brewer,Justin Timberlake,Michael Raymond-James,S. Epatha Merkerson,2006,breasts|nipples visible through clothing|nudity|rear entry sex|white panties
Dark Blue ,Crime|Drama|Romance|Thriller,Ron Shelton,Khandi Alexander,Dash Mihok,Michael Michele,2002,corrupt|criminal|investigation|lapd|police
A Mighty Heart ,Biography|Drama|History|Thriller|War,Michael Winterbottom,Angelina Jolie Pitt,Archie Panjabi,Dan Futterman,2007,fbi|journalist|missing|pakistan|reporter
Whatever It Takes ,Comedy|Drama|Romance,David Raynr,James Franco,Jodi Lyn O'Keefe,Marla Sokoloff,2000,male objectification|manipulative behavior|modern day adaptation|narcissistic woman|promiscuous woman
Boat Trip ,Comedy,Mort Nathan,Vivica A. Fox,Lin Shaye,Bob Gunton,2002,gay|hot air balloon|rejecting a marriage proposal|talking to a dog|vomiting on someone
The Importance of Being Earnest ,Comedy|Drama|Romance,Oliver Parker,Colin Firth,Tom Wilkinson,Rupert Everett,2002,comedy of manners|false identity|farce|love|period drama
The Love Letter ,Fantasy|Romance,Dan Curtis,Jennifer Jason Leigh,Campbell Scott,Estelle Parsons,1998,antique|desk|letter|love|time travel
